loc_x,loc_y,shot_type,shot_made_flag
140,164,Jump Shot,0.0
189,72,Jump Shot,0.0
26,189,Jump Shot,0.0
242,64,Jump Shot,1.0
95,231,Jump Shot,0.0
24,33,Jump Shot,0.0
47,165,Jump Shot,0.0
12,7,Layup,0.0
-223,34,Jump Shot,0.0
-71,244,Jump Shot,1.0
136,115,Jump Shot,0.0
99,146,Jump Shot,0.0
-127,236,Jump Shot,0.0
106,186,Jump Shot,1.0
47,154,Jump Shot,0.0
7,157,Jump Shot,1.0
230,-19,Jump Shot,0.0
-4,126,Jump Shot,1.0
70,189,Jump Shot,1.0
-11,20,Dunk,1.0
-16,162,Jump Shot,0.0
-34,14,Layup,0.0
-8,52,Jump Shot,1.0
141,-13,Jump Shot,1.0
118,164,Jump Shot,0.0
21,80,Jump Shot,0.0
-100,37,Jump Shot,0.0
122,230,Jump Shot,1.0
218,83,Jump Shot,0.0
-16,17,Layup,0.0
-125,86,Jump Shot,0.0
129,112,Jump Shot,1.0
-59,106,Jump Shot,0.0
-149,1,Jump Shot,0.0
-119,153,Jump Shot,1.0
-4,17,Layup,1.0
-149,25,Jump Shot,0.0
17,0,Layup,0.0
-123,99,Jump Shot,0.0
20,15,Layup,0.0
-155,208,Jump Shot,1.0
-187,195,Jump Shot,1.0
6,-5,Dunk,1.0
-108,255,Jump Shot,0.0
-201,179,Jump Shot,0.0
103,268,Jump Shot,0.0
61,107,Jump Shot,1.0
-196,165,Jump Shot,0.0
-155,272,Jump Shot,0.0
-13,265,Jump Shot,0.0
-56,53,Jump Shot,1.0
0,9,Dunk,1.0
-147,36,Jump Shot,0.0
20,181,Jump Shot,0.0
45,195,Jump Shot,0.0
-2,-2,Dunk,1.0
2,138,Jump Shot,1.0
-73,246,Jump Shot,0.0
182,9,Jump Shot,1.0
154,211,Jump Shot,0.0
7,153,Jump Shot,1.0
40,47,Jump Shot,1.0
-100,25,Jump Shot,1.0
185,154,Jump Shot,1.0
103,228,Jump Shot,0.0
163,145,Jump Shot,1.0
119,9,Jump Shot,1.0
92,143,Jump Shot,0.0
140,63,Jump Shot,0.0
2,0,Layup,1.0
-160,64,Jump Shot,0.0
70,142,Jump Shot,0.0
86,108,Jump Shot,0.0
9,1,Dunk,1.0
-160,77,Jump Shot,0.0
138,-11,Jump Shot,0.0
1,1,Layup,1.0
105,242,Jump Shot,0.0
-2,7,Layup,1.0
-10,9,Layup,0.0
108,235,Jump Shot,0.0
165,209,Jump Shot,0.0
-163,6,Jump Shot,0.0
78,135,Jump Shot,0.0
62,97,Jump Shot,0.0
-51,20,Jump Shot,0.0
20,6,Layup,1.0
-26,184,Jump Shot,1.0
-13,7,Layup,1.0
192,157,Jump Shot,0.0
-123,214,Jump Shot,0.0
-30,216,Jump Shot,1.0
-51,88,Jump Shot,0.0
80,69,Jump Shot,0.0
28,7,Layup,0.0
-171,11,Jump Shot,0.0
192,63,Jump Shot,0.0
-2,11,Dunk,1.0
-78,83,Jump Shot,1.0
-142,78,Jump Shot,1.0
15,31,Jump Shot,0.0
-131,121,Jump Shot,1.0
-166,56,Jump Shot,0.0
140,116,Jump Shot,0.0
12,6,Dunk,1.0
67,23,Jump Shot,1.0
106,61,Jump Shot,0.0
51,30,Jump Shot,0.0
-212,132,Jump Shot,0.0
-60,184,Jump Shot,1.0
17,14,Layup,0.0
225,-2,Jump Shot,0.0
1,69,Hook Shot,1.0
6,14,Layup,1.0
43,260,Jump Shot,0.0
-18,14,Layup,1.0
18,17,Layup,1.0
-54,257,Jump Shot,0.0
-172,17,Jump Shot,1.0
119,11,Jump Shot,0.0
18,28,Jump Shot,0.0
-48,82,Jump Shot,0.0
-164,208,Jump Shot,0.0
2,160,Jump Shot,1.0
-139,116,Jump Shot,1.0
-73,153,Jump Shot,1.0
-10,15,Layup,0.0
-239,39,Jump Shot,0.0
111,170,Jump Shot,0.0
-7,17,Layup,0.0
116,121,Jump Shot,1.0
78,260,Jump Shot,0.0
65,173,Jump Shot,0.0
47,195,Jump Shot,0.0
-130,119,Jump Shot,0.0
-97,179,Jump Shot,1.0
-18,47,Jump Shot,1.0
43,189,Jump Shot,0.0
-15,503,Jump Shot,0.0
54,110,Jump Shot,0.0
151,206,Jump Shot,1.0
135,252,Jump Shot,0.0
-101,123,Jump Shot,0.0
-32,74,Jump Shot,1.0
151,30,Jump Shot,0.0
-56,203,Jump Shot,1.0
0,172,Jump Shot,0.0
15,33,Layup,0.0
-122,252,Jump Shot,0.0
198,-14,Jump Shot,0.0
-73,36,Jump Shot,0.0
144,209,Jump Shot,0.0
84,72,Jump Shot,0.0
61,187,Jump Shot,1.0
141,206,Jump Shot,1.0
-92,225,Jump Shot,0.0
-7,19,Layup,1.0
170,189,Jump Shot,0.0
-92,124,Jump Shot,1.0
111,116,Jump Shot,0.0
-3,12,Layup,1.0
165,200,Jump Shot,0.0
108,64,Jump Shot,0.0
144,164,Jump Shot,1.0
155,135,Jump Shot,0.0
4,17,Layup,0.0
1,50,Jump Shot,1.0
193,164,Jump Shot,0.0
-60,222,Jump Shot,1.0
0,6,Layup,1.0
72,211,Jump Shot,1.0
26,265,Jump Shot,0.0
-171,0,Jump Shot,1.0
58,9,Jump Shot,1.0
-201,143,Jump Shot,0.0
-65,293,Jump Shot,1.0
91,142,Jump Shot,1.0
94,0,Jump Shot,1.0
77,214,Jump Shot,0.0
-35,291,Jump Shot,0.0
-90,213,Jump Shot,1.0
-32,209,Jump Shot,0.0
83,198,Jump Shot,0.0
-13,-5,Dunk,0.0
-13,187,Jump Shot,0.0
69,168,Jump Shot,0.0
121,107,Jump Shot,1.0
185,108,Jump Shot,1.0
-157,200,Jump Shot,1.0
155,189,Jump Shot,0.0
-164,20,Jump Shot,0.0
-144,295,Jump Shot,0.0
73,145,Jump Shot,0.0
17,7,Layup,0.0
-15,6,Layup,0.0
-232,34,Jump Shot,0.0
6,7,Layup,0.0
28,250,Jump Shot,0.0
69,61,Jump Shot,1.0
-183,175,Jump Shot,1.0
53,36,Jump Shot,0.0
-68,214,Jump Shot,0.0
-27,78,Jump Shot,1.0
185,19,Jump Shot,1.0
67,148,Jump Shot,0.0
-122,247,Jump Shot,0.0
-133,233,Jump Shot,0.0
37,20,Jump Shot,0.0
-138,238,Jump Shot,0.0
-65,39,Jump Shot,0.0
-22,20,Layup,0.0
-123,102,Jump Shot,1.0
-7,116,Jump Shot,1.0
242,7,Jump Shot,0.0
1,15,Layup,1.0
9,-6,Layup,1.0
-15,1,Layup,1.0
21,121,Jump Shot,0.0
-97,104,Jump Shot,0.0
64,116,Jump Shot,0.0
-37,249,Jump Shot,0.0
59,45,Jump Shot,1.0
-56,244,Jump Shot,1.0
154,96,Jump Shot,0.0
-75,159,Jump Shot,0.0
-141,53,Jump Shot,1.0
-29,246,Jump Shot,0.0
0,190,Jump Shot,1.0
146,34,Jump Shot,1.0
-147,41,Jump Shot,0.0
23,124,Jump Shot,0.0
-10,12,Layup,1.0
151,201,Jump Shot,0.0
146,153,Jump Shot,0.0
91,184,Jump Shot,1.0
-5,1,Layup,1.0
21,257,Jump Shot,0.0
-139,143,Jump Shot,0.0
236,26,Jump Shot,0.0
-10,9,Layup,1.0
64,99,Jump Shot,0.0
226,140,Jump Shot,0.0
-52,85,Hook Shot,0.0
-130,183,Jump Shot,0.0
0,1,Layup,0.0
106,50,Jump Shot,1.0
2,0,Layup,1.0
-123,-2,Jump Shot,0.0
0,-3,Layup,0.0
72,26,Bank Shot,1.0
13,15,Layup,1.0
160,107,Jump Shot,0.0
-8,41,Jump Shot,1.0
103,186,Jump Shot,0.0
147,-3,Jump Shot,1.0
125,71,Jump Shot,1.0
136,112,Jump Shot,0.0
72,268,Jump Shot,1.0
-60,91,Jump Shot,0.0
6,-5,Layup,0.0
-188,91,Jump Shot,1.0
-38,118,Jump Shot,0.0
-54,201,Jump Shot,0.0
-106,135,Jump Shot,0.0
-16,63,Jump Shot,1.0
-26,69,Jump Shot,0.0
80,78,Jump Shot,1.0
157,119,Jump Shot,0.0
12,1,Layup,1.0
70,42,Jump Shot,1.0
69,61,Jump Shot,0.0
23,19,Layup,0.0
-138,241,Jump Shot,0.0
-179,88,Jump Shot,0.0
-68,160,Jump Shot,1.0
-161,112,Jump Shot,0.0
-81,151,Jump Shot,0.0
18,14,Layup,1.0
9,143,Jump Shot,0.0
-49,80,Jump Shot,1.0
-142,96,Jump Shot,1.0
135,116,Jump Shot,1.0
170,-8,Jump Shot,0.0
-97,170,Jump Shot,0.0
-52,201,Jump Shot,0.0
-7,1,Layup,1.0
-7,12,Layup,0.0
182,23,Jump Shot,0.0
119,119,Jump Shot,1.0
80,239,Jump Shot,0.0
-23,4,Layup,1.0
-68,258,Jump Shot,0.0
-146,222,Jump Shot,1.0
18,105,Jump Shot,0.0
59,20,Jump Shot,1.0
0,1,Dunk,1.0
-133,137,Jump Shot,1.0
-128,233,Jump Shot,0.0
17,0,Layup,1.0
94,102,Jump Shot,0.0
21,-11,Layup,1.0
154,31,Jump Shot,0.0
-76,156,Jump Shot,0.0
0,254,Jump Shot,0.0
-117,113,Jump Shot,0.0
157,-5,Jump Shot,1.0
165,20,Jump Shot,0.0
2,107,Jump Shot,0.0
-45,258,Jump Shot,0.0
-75,153,Jump Shot,0.0
95,179,Jump Shot,1.0
111,140,Jump Shot,1.0
92,15,Jump Shot,0.0
-18,22,Layup,1.0
-144,239,Jump Shot,0.0
-34,104,Jump Shot,0.0
-7,12,Layup,1.0
-24,45,Jump Shot,1.0
-123,123,Jump Shot,1.0
204,22,Jump Shot,0.0
132,137,Jump Shot,1.0
209,64,Jump Shot,1.0
-199,244,Bank Shot,0.0
0,25,Layup,1.0
-130,143,Jump Shot,1.0
-177,238,Jump Shot,0.0
-26,257,Jump Shot,0.0
103,203,Jump Shot,0.0
110,19,Jump Shot,0.0
147,25,Jump Shot,0.0
136,217,Jump Shot,0.0
125,116,Jump Shot,0.0
-90,67,Jump Shot,0.0
-4,66,Jump Shot,1.0
70,173,Jump Shot,1.0
190,164,Jump Shot,1.0
-223,116,Jump Shot,0.0
72,19,Jump Shot,0.0
-2,129,Jump Shot,1.0
105,112,Jump Shot,0.0
-7,249,Jump Shot,1.0
21,22,Jump Shot,0.0
6,6,Layup,1.0
97,102,Jump Shot,0.0
-7,110,Jump Shot,0.0
-7,14,Layup,0.0
-5,9,Layup,1.0
-34,52,Jump Shot,0.0
-141,165,Jump Shot,0.0
0,36,Jump Shot,0.0
-49,56,Jump Shot,0.0
0,42,Jump Shot,1.0
-7,4,Layup,1.0
78,246,Jump Shot,0.0
-26,22,Jump Shot,0.0
-71,183,Jump Shot,1.0
144,137,Jump Shot,1.0
-105,124,Jump Shot,0.0
1,25,Layup,1.0
-133,85,Jump Shot,0.0
0,11,Layup,0.0
-149,86,Jump Shot,1.0
-109,227,Jump Shot,1.0
-46,39,Jump Shot,0.0
-201,145,Jump Shot,0.0
141,208,Jump Shot,0.0
-73,189,Jump Shot,1.0
-125,213,Jump Shot,0.0
-109,124,Jump Shot,0.0
-108,56,Jump Shot,0.0
58,151,Jump Shot,1.0
-97,228,Jump Shot,0.0
-15,6,Layup,1.0
-112,115,Jump Shot,1.0
86,192,Jump Shot,1.0
106,214,Jump Shot,1.0
42,135,Jump Shot,0.0
119,179,Jump Shot,1.0
70,14,Jump Shot,0.0
83,241,Jump Shot,0.0
-23,7,Layup,0.0
48,192,Jump Shot,0.0
-51,30,Jump Shot,0.0
233,34,Jump Shot,0.0
226,0,Jump Shot,1.0
-157,11,Jump Shot,1.0
10,1,Layup,0.0
119,37,Jump Shot,0.0
0,11,Layup,1.0
-40,34,Jump Shot,0.0
-46,80,Jump Shot,0.0
114,71,Jump Shot,1.0
-109,233,Jump Shot,0.0
-123,52,Jump Shot,1.0
135,258,Jump Shot,0.0
2,20,Layup,1.0
-131,52,Jump Shot,0.0
-116,230,Jump Shot,1.0
121,129,Jump Shot,1.0
181,173,Jump Shot,1.0
129,224,Jump Shot,0.0
-103,238,Jump Shot,0.0
-13,3,Layup,1.0
28,0,Layup,0.0
211,123,Jump Shot,0.0
-120,44,Jump Shot,1.0
-171,190,Jump Shot,1.0
176,222,Jump Shot,1.0
233,36,Jump Shot,1.0
-120,80,Jump Shot,0.0
242,4,Jump Shot,0.0
135,101,Jump Shot,1.0
73,23,Jump Shot,0.0
-57,181,Jump Shot,0.0
146,28,Jump Shot,0.0
-18,129,Jump Shot,0.0
-212,154,Jump Shot,0.0
-190,67,Jump Shot,0.0
-221,132,Jump Shot,1.0
20,12,Layup,1.0
36,137,Jump Shot,0.0
127,209,Jump Shot,0.0
140,20,Jump Shot,0.0
0,25,Layup,0.0
-109,241,Jump Shot,1.0
-193,198,Jump Shot,0.0
56,186,Jump Shot,1.0
-136,8,Jump Shot,0.0
-15,-2,Layup,0.0
65,104,Jump Shot,0.0
-199,154,Jump Shot,0.0
124,26,Jump Shot,0.0
113,164,Jump Shot,0.0
-114,225,Jump Shot,0.0
-142,217,Jump Shot,0.0
110,22,Jump Shot,0.0
-183,22,Jump Shot,1.0
-108,220,Jump Shot,0.0
42,48,Jump Shot,0.0
223,11,Jump Shot,0.0
10,219,Jump Shot,1.0
-87,151,Jump Shot,1.0
-21,94,Jump Shot,0.0
58,156,Jump Shot,1.0
-100,170,Jump Shot,1.0
-130,225,Jump Shot,0.0
-153,195,Jump Shot,1.0
114,242,Jump Shot,0.0
36,129,Jump Shot,0.0
91,254,Jump Shot,0.0
42,157,Jump Shot,0.0
-194,6,Jump Shot,1.0
151,11,Jump Shot,1.0
111,236,Jump Shot,1.0
-187,86,Jump Shot,0.0
187,160,Jump Shot,0.0
114,231,Jump Shot,0.0
28,9,Layup,1.0
-109,127,Jump Shot,1.0
29,3,Layup,1.0
-2,77,Jump Shot,0.0
105,160,Jump Shot,1.0
20,19,Layup,1.0
-89,254,Jump Shot,0.0
173,12,Jump Shot,1.0
53,162,Jump Shot,0.0
225,69,Jump Shot,1.0
-171,186,Jump Shot,0.0
-158,0,Jump Shot,1.0
2,6,Layup,1.0
-207,145,Jump Shot,1.0
160,197,Jump Shot,1.0
122,214,Jump Shot,0.0
222,121,Jump Shot,0.0
196,0,Jump Shot,1.0
174,131,Jump Shot,0.0
182,6,Jump Shot,0.0
-21,55,Hook Shot,1.0
184,85,Jump Shot,1.0
209,-6,Jump Shot,0.0
-133,209,Jump Shot,1.0
1,34,Jump Shot,0.0
138,195,Jump Shot,0.0
230,36,Jump Shot,0.0
97,0,Jump Shot,0.0
2,1,Layup,1.0
81,157,Jump Shot,1.0
118,14,Jump Shot,1.0
-38,184,Jump Shot,1.0
78,124,Jump Shot,0.0
159,119,Jump Shot,0.0
54,165,Jump Shot,0.0
78,231,Jump Shot,0.0
6,-8,Layup,0.0
-46,490,Jump Shot,0.0
24,7,Layup,0.0
-210,143,Jump Shot,0.0
-57,96,Jump Shot,0.0
17,-2,Layup,1.0
171,143,Jump Shot,0.0
-30,107,Jump Shot,0.0
58,192,Jump Shot,1.0
103,239,Jump Shot,0.0
-68,187,Jump Shot,0.0
157,96,Jump Shot,0.0
10,197,Jump Shot,0.0
-10,0,Layup,0.0
130,102,Jump Shot,1.0
2,0,Layup,1.0
220,124,Jump Shot,1.0
203,173,Jump Shot,0.0
0,190,Jump Shot,0.0
105,183,Jump Shot,0.0
149,7,Jump Shot,1.0
-123,137,Jump Shot,0.0
-18,60,Jump Shot,0.0
165,110,Jump Shot,0.0
108,14,Jump Shot,1.0
-202,28,Jump Shot,1.0
-198,154,Jump Shot,0.0
-23,23,Layup,1.0
-32,173,Jump Shot,1.0
40,119,Jump Shot,0.0
-41,63,Jump Shot,1.0
132,15,Jump Shot,1.0
106,37,Jump Shot,0.0
-23,33,Jump Shot,1.0
-2,247,Jump Shot,0.0
4,14,Layup,1.0
91,107,Jump Shot,1.0
51,149,Jump Shot,0.0
-95,101,Jump Shot,0.0
-2,20,Layup,1.0
92,30,Jump Shot,0.0
-134,44,Jump Shot,0.0
67,37,Jump Shot,0.0
-185,47,Jump Shot,0.0
23,36,Jump Shot,1.0
-8,53,Jump Shot,0.0
103,238,Jump Shot,0.0
9,25,Layup,0.0
-105,34,Jump Shot,0.0
222,110,Jump Shot,1.0
176,189,Jump Shot,1.0
95,12,Jump Shot,0.0
106,124,Jump Shot,0.0
-5,11,Layup,1.0
-19,12,Jump Shot,0.0
223,52,Jump Shot,0.0
-164,187,Jump Shot,0.0
-205,138,Jump Shot,0.0
182,28,Jump Shot,1.0
0,1,Dunk,1.0
-146,17,Jump Shot,1.0
92,93,Jump Shot,0.0
133,26,Jump Shot,1.0
-8,7,Layup,1.0
39,55,Jump Shot,0.0
-24,28,Jump Shot,0.0
-52,187,Jump Shot,0.0
4,28,Layup,0.0
0,1,Tip Shot,0.0
-19,15,Layup,0.0
-13,11,Layup,1.0
10,1,Layup,1.0
86,83,Jump Shot,1.0
-7,249,Jump Shot,0.0
100,42,Jump Shot,1.0
-119,12,Jump Shot,1.0
-125,39,Jump Shot,1.0
1,22,Layup,0.0
92,77,Jump Shot,0.0
-13,34,Jump Shot,0.0
17,199,Jump Shot,1.0
18,224,Jump Shot,0.0
-196,154,Jump Shot,0.0
-182,67,Jump Shot,0.0
-38,20,Bank Shot,1.0
12,19,Layup,0.0
-5,14,Layup,0.0
174,17,Jump Shot,1.0
116,105,Jump Shot,0.0
-5,12,Layup,1.0
4,104,Jump Shot,0.0
0,30,Layup,0.0
0,93,Jump Shot,0.0
-95,85,Jump Shot,0.0
91,116,Jump Shot,1.0
-142,102,Jump Shot,0.0
0,11,Layup,0.0
-67,19,Jump Shot,0.0
58,145,Jump Shot,0.0
141,228,Jump Shot,0.0
-2,6,Layup,1.0
217,159,Jump Shot,1.0
160,63,Jump Shot,1.0
154,231,Jump Shot,0.0
4,15,Layup,0.0
-198,23,Jump Shot,1.0
181,7,Jump Shot,1.0
-179,48,Jump Shot,0.0
102,149,Jump Shot,0.0
125,137,Jump Shot,1.0
-112,127,Jump Shot,0.0
13,112,Jump Shot,1.0
136,238,Jump Shot,1.0
-101,241,Jump Shot,0.0
212,167,Jump Shot,0.0
177,17,Jump Shot,1.0
-27,151,Jump Shot,1.0
-117,7,Jump Shot,0.0
152,121,Jump Shot,0.0
13,12,Layup,0.0
-117,75,Jump Shot,0.0
176,209,Jump Shot,0.0
160,30,Jump Shot,0.0
80,37,Jump Shot,1.0
31,200,Jump Shot,0.0
-142,3,Jump Shot,0.0
-128,91,Jump Shot,1.0
-68,235,Jump Shot,1.0
196,113,Jump Shot,1.0
-109,219,Jump Shot,0.0
-177,6,Jump Shot,0.0
-101,142,Jump Shot,1.0
-144,11,Jump Shot,0.0
-5,45,Jump Shot,0.0
147,206,Jump Shot,0.0
75,39,Jump Shot,1.0
21,1,Layup,1.0
29,96,Jump Shot,0.0
-138,50,Jump Shot,0.0
97,85,Jump Shot,1.0
-172,78,Jump Shot,1.0
-13,246,Jump Shot,0.0
9,258,Jump Shot,0.0
-16,91,Jump Shot,0.0
-202,-8,Jump Shot,1.0
189,104,Jump Shot,0.0
12,15,Layup,0.0
163,195,Jump Shot,0.0
-26,34,Bank Shot,1.0
-146,6,Jump Shot,0.0
231,-10,Jump Shot,0.0
45,36,Jump Shot,1.0
-98,162,Jump Shot,0.0
125,127,Jump Shot,0.0
-141,236,Jump Shot,0.0
-169,135,Jump Shot,1.0
-169,175,Jump Shot,0.0
-7,86,Jump Shot,0.0
78,60,Jump Shot,0.0
-11,14,Layup,0.0
114,91,Jump Shot,0.0
-35,19,Bank Shot,1.0
230,6,Jump Shot,0.0
-109,112,Jump Shot,0.0
-100,110,Jump Shot,0.0
0,1,Dunk,1.0
24,50,Jump Shot,0.0
-180,206,Jump Shot,0.0
-123,179,Jump Shot,1.0
127,85,Jump Shot,1.0
1,205,Jump Shot,1.0
-152,198,Jump Shot,1.0
70,208,Jump Shot,0.0
121,45,Jump Shot,0.0
190,11,Jump Shot,0.0
231,52,Jump Shot,0.0
0,1,Dunk,1.0
81,236,Jump Shot,1.0
0,48,Jump Shot,0.0
-177,96,Jump Shot,0.0
111,176,Jump Shot,0.0
17,-8,Layup,0.0
15,254,Jump Shot,0.0
136,138,Jump Shot,0.0
-75,175,Jump Shot,0.0
6,4,Layup,1.0
105,121,Jump Shot,1.0
143,211,Jump Shot,0.0
45,156,Jump Shot,0.0
-161,17,Jump Shot,1.0
151,71,Jump Shot,0.0
125,99,Jump Shot,0.0
-134,0,Jump Shot,0.0
-177,168,Jump Shot,0.0
45,126,Jump Shot,0.0
61,216,Jump Shot,0.0
86,238,Jump Shot,0.0
127,88,Jump Shot,0.0
-34,66,Jump Shot,1.0
-24,30,Jump Shot,0.0
118,23,Jump Shot,0.0
181,103,Jump Shot,1.0
-49,184,Jump Shot,0.0
110,231,Jump Shot,0.0
-199,123,Jump Shot,1.0
119,224,Jump Shot,0.0
61,105,Jump Shot,1.0
-46,205,Jump Shot,0.0
20,71,Jump Shot,1.0
143,220,Jump Shot,1.0
-108,183,Jump Shot,0.0
-109,183,Jump Shot,0.0
-171,37,Jump Shot,1.0
78,160,Jump Shot,0.0
110,123,Jump Shot,0.0
215,138,Jump Shot,0.0
111,4,Jump Shot,0.0
-4,34,Jump Shot,0.0
121,222,Jump Shot,0.0
-111,162,Jump Shot,0.0
39,41,Jump Shot,0.0
173,17,Jump Shot,1.0
-174,1,Jump Shot,0.0
-226,28,Jump Shot,1.0
-103,239,Jump Shot,1.0
62,252,Jump Shot,0.0
-30,0,Jump Shot,0.0
-5,12,Layup,1.0
121,227,Jump Shot,0.0
26,23,Layup,0.0
15,9,Layup,1.0
-13,7,Layup,1.0
177,186,Jump Shot,0.0
31,-2,Dunk,1.0
141,222,Jump Shot,0.0
159,121,Jump Shot,0.0
-16,3,Layup,0.0
135,295,Jump Shot,0.0
92,236,Jump Shot,0.0
-123,47,Jump Shot,0.0
56,118,Jump Shot,0.0
1,31,Jump Shot,1.0
127,116,Jump Shot,0.0
-158,94,Jump Shot,0.0
36,192,Jump Shot,0.0
-117,118,Jump Shot,0.0
-169,88,Jump Shot,0.0
-30,159,Jump Shot,0.0
-193,0,Jump Shot,0.0
21,41,Jump Shot,1.0
209,63,Jump Shot,0.0
-86,228,Jump Shot,1.0
-144,6,Jump Shot,0.0
135,142,Jump Shot,0.0
9,55,Jump Shot,0.0
61,119,Jump Shot,0.0
-147,96,Jump Shot,0.0
-231,66,Jump Shot,1.0
-138,246,Jump Shot,1.0
228,102,Jump Shot,0.0
130,110,Jump Shot,1.0
58,66,Jump Shot,1.0
13,1,Layup,1.0
-152,-8,Jump Shot,0.0
-16,241,Jump Shot,0.0
86,172,Jump Shot,0.0
207,143,Jump Shot,0.0
149,157,Jump Shot,0.0
155,104,Jump Shot,0.0
108,22,Jump Shot,1.0
192,157,Jump Shot,0.0
-8,247,Jump Shot,0.0
-11,126,Jump Shot,1.0
-125,220,Jump Shot,0.0
-48,34,Jump Shot,0.0
-139,55,Jump Shot,0.0
102,154,Jump Shot,1.0
94,50,Jump Shot,0.0
-48,107,Jump Shot,0.0
149,219,Jump Shot,1.0
-152,6,Jump Shot,1.0
144,217,Jump Shot,0.0
-2,143,Jump Shot,1.0
-161,189,Jump Shot,1.0
242,86,Jump Shot,1.0
-24,126,Jump Shot,1.0
-43,134,Jump Shot,0.0
103,233,Jump Shot,0.0
-8,170,Jump Shot,0.0
-199,230,Jump Shot,0.0
0,192,Jump Shot,0.0
192,19,Jump Shot,0.0
-4,52,Jump Shot,1.0
-166,75,Jump Shot,0.0
-218,115,Jump Shot,1.0
-105,183,Jump Shot,1.0
-111,227,Jump Shot,0.0
4,28,Layup,0.0
4,17,Layup,1.0
51,119,Jump Shot,0.0
119,230,Jump Shot,1.0
-133,222,Jump Shot,0.0
0,31,Jump Shot,1.0
91,227,Jump Shot,1.0
-30,1,Jump Shot,1.0
0,1,Dunk,1.0
-29,198,Jump Shot,0.0
225,12,Jump Shot,0.0
17,96,Jump Shot,0.0
42,85,Jump Shot,1.0
-209,66,Jump Shot,0.0
-150,6,Jump Shot,0.0
7,36,Jump Shot,1.0
181,187,Jump Shot,0.0
21,0,Layup,0.0
19,24,Layup,0.0
171,108,Jump Shot,0.0
155,198,Jump Shot,0.0
84,115,Jump Shot,0.0
0,183,Jump Shot,0.0
-7,96,Jump Shot,1.0
157,213,Jump Shot,0.0
127,28,Jump Shot,1.0
-21,214,Jump Shot,0.0
-152,127,Jump Shot,0.0
20,246,Jump Shot,0.0
95,228,Jump Shot,0.0
59,143,Jump Shot,0.0
91,63,Jump Shot,0.0
108,148,Jump Shot,0.0
110,224,Jump Shot,0.0
-24,178,Jump Shot,0.0
-237,9,Jump Shot,1.0
-205,138,Jump Shot,0.0
24,138,Jump Shot,0.0
97,225,Jump Shot,0.0
-228,26,Jump Shot,1.0
-123,219,Jump Shot,0.0
-144,211,Jump Shot,0.0
140,156,Jump Shot,1.0
-120,220,Jump Shot,1.0
7,12,Layup,0.0
7,11,Layup,1.0
-215,135,Jump Shot,1.0
-169,201,Jump Shot,0.0
143,22,Jump Shot,0.0
59,118,Jump Shot,0.0
73,241,Jump Shot,1.0
-90,181,Jump Shot,0.0
105,225,Jump Shot,0.0
54,41,Jump Shot,1.0
32,255,Jump Shot,0.0
94,230,Jump Shot,0.0
-139,58,Jump Shot,1.0
-150,200,Jump Shot,1.0
72,187,Jump Shot,0.0
0,1,Dunk,1.0
-113,228,Jump Shot,0.0
59,61,Jump Shot,0.0
-11,257,Jump Shot,0.0
148,52,Jump Shot,1.0
137,124,Jump Shot,0.0
102,164,Jump Shot,0.0
97,124,Jump Shot,0.0
223,-21,Jump Shot,0.0
-65,2,Jump Shot,1.0
6,195,Jump Shot,1.0
-35,282,Jump Shot,1.0
-30,120,Jump Shot,1.0
61,249,Jump Shot,0.0
-110,252,Jump Shot,1.0
161,547,Jump Shot,0.0
-246,-19,Jump Shot,0.0
53,185,Jump Shot,1.0
105,232,Jump Shot,1.0
246,16,Jump Shot,0.0
123,214,Jump Shot,0.0
89,224,Jump Shot,0.0
127,-15,Jump Shot,0.0
22,7,Layup,0.0
42,82,Jump Shot,0.0
0,252,Jump Shot,0.0
-122,239,Jump Shot,0.0
210,144,Jump Shot,0.0
-214,136,Jump Shot,0.0
176,170,Jump Shot,0.0
233,51,Jump Shot,1.0
228,57,Jump Shot,0.0
-89,41,Jump Shot,1.0
-228,111,Jump Shot,0.0
97,160,Jump Shot,1.0
-24,18,Layup,1.0
-97,237,Jump Shot,0.0
27,56,Jump Shot,1.0
-114,169,Jump Shot,0.0
63,72,Jump Shot,0.0
-194,169,Jump Shot,0.0
-79,95,Jump Shot,0.0
-215,134,Jump Shot,0.0
-1,11,Layup,1.0
-4,13,Layup,0.0
163,174,Jump Shot,1.0
-2,247,Jump Shot,0.0
-37,105,Jump Shot,0.0
181,164,Jump Shot,1.0
86,232,Jump Shot,0.0
225,110,Jump Shot,1.0
-120,136,Jump Shot,0.0
-16,3,Layup,1.0
61,154,Jump Shot,1.0
-59,85,Jump Shot,0.0
76,180,Jump Shot,1.0
-160,203,Jump Shot,0.0
-1,33,Jump Shot,0.0
177,174,Jump Shot,0.0
0,203,Jump Shot,0.0
176,-1,Jump Shot,0.0
-38,13,Layup,0.0
-184,-11,Jump Shot,0.0
141,110,Jump Shot,0.0
-14,-6,Layup,1.0
150,208,Jump Shot,1.0
240,-1,Jump Shot,0.0
22,7,Layup,1.0
141,100,Jump Shot,0.0
30,2,Layup,1.0
-225,82,Jump Shot,0.0
197,151,Jump Shot,0.0
159,154,Jump Shot,1.0
-45,165,Jump Shot,1.0
-97,224,Jump Shot,1.0
222,-16,Jump Shot,0.0
-153,195,Jump Shot,1.0
-117,208,Jump Shot,0.0
-191,198,Jump Shot,0.0
